ID,SMILES
6PN9_lig,Cc1cc(N)nc2cc(-c3ccc(OCc4cncs4)c(CN)c3)ccc12
6NHD_lig,Cc1cc(N)nc(CCc2cc(CC[C@H]3CCN3C)cc(F)c2F)c1
6NHE_lig,CCO[C@@H]1C[C@H](CCc2cc(F)c(F)c(CCc3cc(C)cc(N)n3)c2)N(C)C1
6NH0_lig,Cc1cc(N)nc(CCc2cc(CC[C@H]3COCCN3C)cc(F)c2F)c1
6NGZ_lig,Cc1cc(N)nc(CCc2cc(CC[C@H]3CCCN3C)cc(F)c2F)c1
6NGY_lig,Cc1cc(N)nc(CCc2cc(CC[C@@H]3CCCN3C)cc(F)c2F)c1
6NGX_lig,CNCC#Cc1cc(F)c(F)c(CCc2cc(C)cc(N)n2)c1
6NGW_lig,Cc1cc(N)nc(CCc2cc(CCCN(C)C)c(F)c(F)c2F)c1
6NGV_lig,Cc1cc(N)nc(CCc2c(F)c(F)cc(CCCN(C)C)c2F)c1
6NGU_lig,Cc1cc(N)nc(CCc2cc(F)cc(CCCN(C)C)c2F)c1
6NGT_lig,Cc1cc(N)nc(CCc2c(F)ccc(CCCN(C)C)c2F)c1
6NGS_lig,Cc1cc(N)nc(CCc2cc(CCCN(C)C)cc(F)c2F)c1
6NGR_lig,Cc1cc(N)nc(CCc2cc(F)cc(CC[C@@H]3C[C@H](F)CN3C)c2)c1
6NGQ_lig,Cc1cc(N)nc(CCc2cc(F)cc(CC[C@@H]3C[C@H](F)CN3)c2)c1
6NGP_lig,Cc1cc(N)nc(CCc2cc(F)cc(CC[C@H]3CCCN3C)c2)c1
6NGN_lig,Cc1cc(N)nc(CCc2cc(F)cc(CC[C@H]3CCCN3)c2)c1
6NGM_lig,Cc1cc(N)nc(CCc2cc(F)cc(CC[C@@H]3CCCN3C)c2)c1
6NGL_lig,Cc1cc(N)nc(CCc2cc(F)cc(CC[C@@H]3CCCN3)c2)c1
6NGK_lig,Cc1cc(N)nc(CCc2cc(F)cc(C#CCN(C)C)c2)c1
