target_chembl_id,standard_type,standard_value,assay_chembl_id,target_name,mw_freebase,smiles,ligand_chembl_id,uniprot_id,ccd,pdb_list
CHEMBL3568,Ki,45.0,CHEMBL4346016,nitric-oxide synthase  brain,370.46,Cc1cc(N)nc2cc(-c3ccc(OCc4cccnc4)c(CN)c3)ccc12,CHEMBL4576585,P29475,OUS,6POA
CHEMBL3568,Ki,31.0,CHEMBL4346016,nitric-oxide synthase  brain,376.49,Cc1cc(N)nc2cc(-c3ccc(OCc4cscn4)c(CN)c3)ccc12,CHEMBL4465991,P29475,OUJ,6POB
CHEMBL3568,Ki,63.0,CHEMBL4346016,nitric-oxide synthase  brain,360.42,Cc1cc(N)nc2cc(-c3ccc(OCc4cocn4)c(CN)c3)ccc12,CHEMBL4555914,P29475,OU4,6POC
CHEMBL3568,Ki,46.0,CHEMBL4346016,nitric-oxide synthase  brain,376.49,Cc1cc(N)nc2cc(-c3ccc(OCc4cncs4)c(CN)c3)ccc12,CHEMBL4534970,P29475,OU7,6POT
CHEMBL3568,Ki,23.0,CHEMBL4401998,nitric-oxide synthase  brain,345.44,Cc1cc(N)nc(CCc2cc(CC[C@H]3CCN3C)cc(F)c2F)c1,CHEMBL4590333,P29475,KNV,6NHC
CHEMBL3568,Ki,87.0,CHEMBL4401998,nitric-oxide synthase  brain,403.52,CCO[C@@H]1C[C@H](CCc2cc(F)c(F)c(CCc3cc(C)cc(N)n3)c2)N(C)C1,CHEMBL4530822,P29475,KNS,6NHB
CHEMBL3568,Ki,89.0,CHEMBL4401998,nitric-oxide synthase  brain,375.46,Cc1cc(N)nc(CCc2cc(CC[C@H]3COCCN3C)cc(F)c2F)c1,CHEMBL4547754,P29475,KND,6NGI
CHEMBL3568,Ki,21.0,CHEMBL4401998,nitric-oxide synthase  brain,359.46,Cc1cc(N)nc(CCc2cc(CC[C@H]3CCCN3C)cc(F)c2F)c1,CHEMBL4532683,P29475,KPJ,6NGH
CHEMBL3568,Ki,37.0,CHEMBL4401998,nitric-oxide synthase  brain,359.46,Cc1cc(N)nc(CCc2cc(CC[C@@H]3CCCN3C)cc(F)c2F)c1,CHEMBL4450896,P29475,KN4,6NGF
CHEMBL3568,Ki,43.0,CHEMBL4401998,nitric-oxide synthase  brain,315.37,CNCC#Cc1cc(F)c(F)c(CCc2cc(C)cc(N)n2)c1,CHEMBL4454695,P29475,KMV,6NGE
CHEMBL3568,Ki,46.0,CHEMBL4401998,nitric-oxide synthase  brain,351.42,Cc1cc(N)nc(CCc2cc(CCCN(C)C)c(F)c(F)c2F)c1,CHEMBL4548400,P29475,KMS,6NGD
CHEMBL3568,Ki,58.0,CHEMBL4401998,nitric-oxide synthase  brain,351.42,Cc1cc(N)nc(CCc2c(F)c(F)cc(CCCN(C)C)c2F)c1,CHEMBL4455796,P29475,KMM,6NGC
CHEMBL3568,Ki,157.0,CHEMBL4401998,nitric-oxide synthase  brain,333.43,Cc1cc(N)nc(CCc2cc(F)cc(CCCN(C)C)c2F)c1,CHEMBL4528697,P29475,KMJ,6NGB
CHEMBL3568,Ki,36.0,CHEMBL4401998,nitric-oxide synthase  brain,333.43,Cc1cc(N)nc(CCc2c(F)ccc(CCCN(C)C)c2F)c1,CHEMBL4578540,P29475,KL7,6NGA
CHEMBL3568,Ki,29.0,CHEMBL4401998,nitric-oxide synthase  brain,333.43,Cc1cc(N)nc(CCc2cc(CCCN(C)C)cc(F)c2F)c1,CHEMBL4440481,P29475,KL1,6NG8
CHEMBL3568,Ki,204.0,CHEMBL4401998,nitric-oxide synthase  brain,359.46,Cc1cc(N)nc(CCc2cc(F)cc(CC[C@@H]3C[C@H](F)CN3C)c2)c1,CHEMBL4474392,P29475,KLD,6NG7
CHEMBL3568,Ki,59.0,CHEMBL4401998,nitric-oxide synthase  brain,327.45,Cc1cc(N)nc(CCc2cc(F)cc(CC[C@H]3CCCN3)c2)c1,CHEMBL4562481,P29475,KL4,6NG6
CHEMBL3568,Ki,52.0,CHEMBL4401998,nitric-oxide synthase  brain,341.47,Cc1cc(N)nc(CCc2cc(F)cc(CC[C@@H]3CCCN3C)c2)c1,CHEMBL4467114,P29475,KMD,6NG5
CHEMBL3568,Ki,68.0,CHEMBL4401998,nitric-oxide synthase  brain,327.45,Cc1cc(N)nc(CCc2cc(F)cc(CC[C@@H]3CCCN3)c2)c1,CHEMBL4534409,P29475,KMA,6NG4
CHEMBL3568,Ki,124.0,CHEMBL4401998,nitric-oxide synthase  brain,311.4,Cc1cc(N)nc(CCc2cc(F)cc(C#CCN(C)C)c2)c1,CHEMBL4557453,P29475,KM7,6NG2
